/srv/defectDetectionDataset/multiclassClassification/noisy/missing_part/chart_Missing_end.png, missing_part, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-142022_110.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-142705_7.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141930_59.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250505-113056_3.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101018_33.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250507-165813_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-100956_12.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-155033_1.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-142702_4.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141830_1.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141901_31.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-153545_12.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-142015_103.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101121_94.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-150121_1.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250521-155745_8.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-155039_7.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141831_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141913_43.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101116_89.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250514-104328_3.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141936_65.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-142010_98.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250513-165620_5.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101114_87.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250507-165838_3.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-100951_7.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101001_17.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141857_27.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250521-101714_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141944_73.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250630-160847_5.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-150122_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250630-160848_6.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-142013_101.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101142_114.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-142006_94.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141918_48.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250709-154414_8.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250521-101342_9.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101130_102.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101009_24.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250508-153750_1.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101132_104.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141845_16.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250507-165847_12.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101052_66.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250630-160846_4.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141942_71.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141837_8.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250505-113055_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-150120_0.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141835_6.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-100952_8.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250521-115802_0.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141836_7.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-100947_3.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141852_23.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250514-102107_9.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-142007_95.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141859_29.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250514-101948_6.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250707-155034_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141957_86.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101138_110.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141900_30.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250514-101007_8.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250514-101009_9.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250507-165850_15.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250507-165852_17.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-100946_2.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250514-102612_3.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250603-141949_78.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250616-101012_27.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250521-115639_4.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/noisy/no_deficiencies/20250507-204720_4.jpg, no_deficiencies, removed, empty or too bad quality
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/train/missing_part/20250707-163027_4.jpg, missing_part, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/train/corrosion/20250707-162952_3.jpg, corrosion, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/train/corrosion/20250707-162942_7.jpg, corrosion, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/train/deformation/20240617-223825_7.jpg, deformation, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/test/black_stain/20250506-160602_10.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/test/black_stain/20250506-160605_13.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/test/black_stain/20250506-160603_11.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/test/black_stain/20250506-160606_14.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/test/black_stain/20250506-160604_12.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/val/black_stain/20250506-160608_16.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_cleaned/val/black_stain/20250506-160609_17.jpg, black_stain, train, moved from val/test to train during second cleaning
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232750_775.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_233018_092.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232806_981.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_233006_663.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225024_923.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232742_522.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225008_664.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232748_096.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225020_321.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225018_185.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232758_868.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225012_803.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_232957_341.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_225032_049.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/missing_part/missing_part_20240617_233000_026.png, new, missing_part, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224613_341.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224627_395.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224634_186.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224616_131.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224642_520.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224630_471.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224638_051.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224651_889.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224625_174.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224700_251.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/water_stain/water_stain_20240617_224705_035.png, new, water_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/black_stain/black_stain_20251110_134919_943.png, new, black_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/black_stain/black_stain_20251110_134915_511.png, new, black_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/black_stain/black_stain_20240617_225535_275.png, new, black_stain, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_230635_389.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224039_624.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224843_404.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225213_534.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224503_656.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224849_294.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224855_611.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223624_551.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233305_374.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224519_186.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224048_098.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223709_563.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224814_544.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223921_369.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223906_903.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225622_080.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_232146_425.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224459_180.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_231931_352.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223943_525.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224544_770.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225648_927.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225227_420.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224541_159.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_230843_990.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224105_509.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223948_702.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224416_209.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224524_093.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/other_20240617_223745_382.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233249_272.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_231948_228.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223543_696.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223713_860.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223444_629.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_231935_425.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224018_927.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224900_534.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_231402_268.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224440_916.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224059_377.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233239_434.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224535_718.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233230_299.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224015_443.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_230643_972.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224340_246.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224335_551.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224435_654.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224249_098.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_231356_500.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224304_805.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225217_238.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224308_108.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225232_763.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233259_166.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224003_723.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224824_268.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233309_503.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225624_573.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_232055_700.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225221_082.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233240_706.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223550_207.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224102_027.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224452_482.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224239_273.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223619_096.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/other_20240617_223750_864.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224827_118.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223931_907.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225630_196.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_232028_551.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224027_479.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223500_028.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_230630_607.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_223452_529.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_231411_542.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_230849_032.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233315_609.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225638_403.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224513_030.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_230655_010.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_232047_537.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_233235_977.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_225653_869.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/corrosion/corrosion_20240617_224830_757.png, new, corrosion, added to test split
/srv/defectDetectionDataset/multiclassClassification/full_clean_clustered_new/test/deformation/bend_20240617_231754_986.png, new, deformation, added to test split
